START_DATE,ELAPSED_MINUTE,DATE,YEAR,MONTH,DAY,WEEKDAY,IS_WEEKEND,IS_MONTHEND,NEXTDAY,LASTDAY,REFER_DATE,IS_HOLIDAY,IS_SPECIALDAY,BT01,BT02,BT03,BT04,BT05,BT06,BT07,BT08,BT09,BT10,BT11,BT12,BT13,BT14,BT15,BT16,date
2016/1/19,181,2016/1/18,2016,1,18,1,0,0,2016/1/19,2016/1/17,2015/12/18,0,0,21124578.0,4251724.0,52740.0,1098732.0,460454.0,9150609.0,4289080.0,1142059.0,16336048.0,8277143.0,2252183.0,442134.0,185014.0,6396927.0,80057.0,2668314.0,2016-01-18
2016/1/20,165,2016/1/19,2016,1,19,2,0,0,2016/1/20,2016/1/18,2015/12/19,0,0,20452841.0,4045268.0,38378.0,1060178.0,528218.0,8775059.0,4150947.0,1291591.0,15415840.0,8002627.0,2065951.0,515978.0,181640.0,6111553.0,80682.0,2846149.0,2016-01-19
2016/1/21,171,2016/1/20,2016,1,20,3,0,0,2016/1/21,2016/1/19,2015/12/20,0,0,20937627.0,4179751.0,41800.0,1108758.0,514097.0,9016308.0,4297739.0,902926.0,15746300.0,8105213.0,2037979.0,498941.0,133823.0,6249205.0,81547.0,3162675.0,2016-01-20
2016/1/22,185,2016/1/21,2016,1,21,4,0,0,2016/1/22,2016/1/20,2015/12/21,0,0,19998804.0,4042126.0,37301.0,1125735.0,471405.0,8658084.0,4260152.0,987954.0,15065610.0,7802846.0,2070831.0,531918.0,149384.0,6116770.0,75290.0,3148635.0,2016-01-21
2016/1/23,160,2016/1/22,2016,1,22,5,0,0,2016/1/23,2016/1/21,2015/12/22,0,0,19354326.0,3954274.0,53940.0,1077138.0,433920.0,8407715.0,4018235.0,874906.0,14768605.0,7824064.0,1998235.0,446718.0,129766.0,6228288.0,68081.0,3177553.0,2016-01-22
2016/1/24,150,2016/1/23,2016,1,23,6,1,0,2016/1/24,2016/1/22,2015/12/23,0,0,15451969.0,2650274.0,19676.0,563366.0,223436.0,5982488.0,3634068.0,268501.0,9377718.0,6169311.0,1513219.0,191229.0,37938.0,2810445.0,39885.0,2857807.0,2016-01-23
2016/1/25,148,2016/1/24,2016,1,24,7,1,0,2016/1/25,2016/1/23,2015/12/24,0,0,14660251.0,2311428.0,17587.0,494105.0,150017.0,5263349.0,3464600.0,247627.0,8188296.0,6159860.0,1438568.0,164180.0,34728.0,2485187.0,31650.0,2663253.0,2016-01-24
2016/1/26,206,2016/1/25,2016,1,25,1,0,0,2016/1/26,2016/1/24,2015/12/25,0,0,23723071.0,4280485.0,53307.0,1098006.0,424643.0,9697779.0,3903563.0,1074248.0,16891195.0,8899324.0,2662047.0,475601.0,166808.0,7041361.0,77514.0,3027450.0,2016-01-25
2016/1/27,163,2016/1/26,2016,1,26,2,0,0,2016/1/27,2016/1/25,2015/12/26,0,0,20955087.0,4102311.0,41156.0,1063659.0,459759.0,9137931.0,3840115.0,1163302.0,15934281.0,8468477.0,2220671.0,754203.0,163230.0,6560410.0,73898.0,3221313.0,2016-01-26
2016/1/28,167,2016/1/27,2016,1,27,3,0,0,2016/1/28,2016/1/26,2015/12/27,0,0,20609275.0,4185784.0,44581.0,1126779.0,453659.0,9170967.0,3708296.0,1001368.0,15655501.0,8435489.0,1947071.0,617410.0,143683.0,6527108.0,74405.0,3120521.0,2016-01-27
2016/1/29,167,2016/1/28,2016,1,28,4,0,0,2016/1/29,2016/1/27,2015/12/28,0,0,20224607.0,4173593.0,40748.0,1175402.0,405629.0,9058330.0,3623233.0,1006184.0,15659611.0,8292297.0,1976978.0,501449.0,149687.0,6759260.0,78351.0,3197827.0,2016-01-28
2016/1/30,181,2016/1/29,2016,1,29,5,0,0,2016/1/30,2016/1/28,2015/12/29,0,0,22219006.0,4391831.0,58843.0,1258614.0,375603.0,9789727.0,3618806.0,952214.0,16643490.0,8859060.0,1936706.0,454150.0,153407.0,7667288.0,81786.0,3249740.0,2016-01-29
2016/1/31,146,2016/1/30,2016,1,30,6,1,0,2016/1/31,2016/1/29,2015/12/30,0,0,17642517.0,2961088.0,24930.0,599328.0,211365.0,7139344.0,3216021.0,302357.0,10960722.0,6983217.0,1335440.0,186122.0,44368.0,3136420.0,45763.0,2914584.0,2016-01-30
2016/2/1,192,2016/1/31,2016,1,31,7,1,1,2016/2/1,2016/1/30,2015/12/31,0,0,16062099.0,2613299.0,23131.0,520461.0,152502.0,6338387.0,3047629.0,271156.0,9535675.0,6987359.0,1302389.0,166846.0,41050.0,2816921.0,39197.0,3053474.0,2016-01-31
2016/2/2,225,2016/2/1,2016,2,1,1,0,0,2016/2/2,2016/1/31,2016/1/1,0,0,24677152.0,4534663.0,62695.0,1291218.0,415923.0,10693297.0,4067589.0,1195988.0,18046926.0,9755606.0,2415521.0,521512.0,202012.0,7433234.0,87156.0,4093910.0,2016-02-01
2016/2/3,190,2016/2/2,2016,2,2,2,0,0,2016/2/3,2016/2/1,2016/1/2,0,0,24961550.0,4504117.0,50290.0,1199274.0,442815.0,10619587.0,3912469.0,1198250.0,17878255.0,9621141.0,2451796.0,429086.0,181766.0,6736230.0,83735.0,3405373.0,2016-02-02
2016/2/4,173,2016/2/3,2016,2,3,3,0,0,2016/2/4,2016/2/2,2016/1/3,0,0,26621255.0,4584136.0,54787.0,1135828.0,418657.0,11209824.0,3716532.0,1099406.0,18270972.0,9877876.0,2360856.0,399615.0,175198.0,6622606.0,80350.0,3241250.0,2016-02-03
2016/2/5,186,2016/2/4,2016,2,4,4,0,0,2016/2/5,2016/2/3,2016/1/4,0,0,27124918.0,4787104.0,52776.0,1064067.0,389566.0,11760716.0,3612719.0,1229990.0,19057285.0,10127654.0,2197706.0,708720.0,200382.0,6482995.0,91808.0,3430016.0,2016-02-04
2016/2/6,191,2016/2/5,2016,2,5,5,0,0,2016/2/6,2016/2/4,2016/1/5,0,0,28403926.0,4893336.0,60872.0,970963.0,355588.0,12233932.0,3600270.0,1178099.0,19870588.0,10833515.0,2113483.0,631990.0,206750.0,6074692.0,82609.0,3283109.0,2016-02-05
2016/2/7,159,2016/2/6,2016,2,6,6,1,0,2016/2/7,2016/2/5,2016/1/6,0,0,24348700.0,3851140.0,72220.0,670552.0,204415.0,9701916.0,3040533.0,601163.0,14973724.0,9287778.0,1585125.0,252636.0,97498.0,4138346.0,62672.0,3292863.0,2016-02-06
2016/2/8,215,2016/2/7,2016,2,7,7,1,0,2016/2/8,2016/2/6,2016/1/7,0,0,13510480.0,1989555.0,28502.0,680989.0,82897.0,4893625.0,2398701.0,156531.0,6542527.0,4469243.0,605717.0,157440.0,17221.0,2127725.0,31653.0,9753968.0,2016-02-07
2016/2/9,155,2016/2/8,2016,2,8,1,0,0,2016/2/9,2016/2/7,2016/1/8,0,0,6657054.0,1099457.0,11935.0,613217.0,76612.0,2299785.0,1979266.0,123930.0,3828942.0,2178460.0,434282.0,328424.0,12157.0,1953140.0,27479.0,6462174.0,2016-02-08
2016/2/10,158,2016/2/9,2016,2,9,2,0,0,2016/2/10,2016/2/8,2016/1/9,0,0,6925210.0,1177428.0,15341.0,405654.0,74859.0,2297085.0,2185050.0,135916.0,3682211.0,2542337.0,538229.0,454225.0,12994.0,1979194.0,24086.0,2995524.0,2016-02-09
2016/2/11,118,2016/2/10,2016,2,10,3,0,0,2016/2/11,2016/2/9,2016/1/10,0,0,7663275.0,1294633.0,25652.0,392766.0,82538.0,2551142.0,2532626.0,157682.0,4255921.0,3315922.0,701759.0,384562.0,16872.0,1891113.0,28687.0,2507362.0,2016-02-10
2016/2/12,152,2016/2/11,2016,2,11,4,0,0,2016/2/12,2016/2/10,2016/1/11,0,0,8141041.0,1423613.0,24750.0,397838.0,90995.0,2669956.0,2251224.0,206800.0,4930938.0,3406254.0,715017.0,647087.0,25204.0,1830216.0,28860.0,2388149.0,2016-02-11
2016/2/13,132,2016/2/12,2016,2,12,5,0,0,2016/2/13,2016/2/11,2016/1/12,0,0,9019048.0,1530785.0,21656.0,410956.0,100292.0,2991998.0,2358722.0,245932.0,5372513.0,3613403.0,977877.0,638648.0,32836.0,1915135.0,32339.0,2516130.0,2016-02-12
2016/2/14,124,2016/2/13,2016,2,13,6,1,0,2016/2/14,2016/2/12,2016/1/13,0,0,9504749.0,1552733.0,17173.0,411078.0,109953.0,3274844.0,2645521.0,266833.0,5715302.0,3720298.0,1037342.0,243860.0,38212.0,1948483.0,32321.0,2476512.0,2016-02-13
2016/2/15,148,2016/2/14,2016,2,14,7,1,0,2016/2/15,2016/2/13,2016/1/14,0,0,15357292.0,2617670.0,42540.0,689835.0,223257.0,5650863.0,3294911.0,870771.0,10612779.0,5706459.0,1489887.0,294601.0,138432.0,4043946.0,58035.0,3973305.0,2016-02-14
2016/2/16,150,2016/2/15,2016,2,15,1,0,0,2016/2/16,2016/2/14,2016/1/15,0,0,18203218.0,3487949.0,36291.0,750466.0,416914.0,7129441.0,3828826.0,1457687.0,14349938.0,6340966.0,1754718.0,1259470.0,231274.0,4620037.0,74201.0,2718410.0,2016-02-15
2016/2/17,153,2016/2/16,2016,2,16,2,0,0,2016/2/17,2016/2/15,2016/1/16,0,0,18191282.0,3468225.0,33490.0,818428.0,481501.0,7211731.0,3842214.0,1431991.0,14113418.0,6437746.0,1825617.0,852283.0,209556.0,4732295.0,79721.0,2590819.0,2016-02-16
2016/2/18,151,2016/2/17,2016,2,17,3,0,0,2016/2/18,2016/2/16,2016/1/17,0,0,18075013.0,3350522.0,38208.0,826430.0,520825.0,7117708.0,3735607.0,1211127.0,13775607.0,6318522.0,2043522.0,641597.0,178401.0,4871214.0,76015.0,2589427.0,2016-02-17
2016/2/19,152,2016/2/18,2016,2,18,4,0,0,2016/2/19,2016/2/17,2016/1/18,0,0,18485601.0,3523925.0,35541.0,901054.0,492020.0,7712306.0,3726570.0,1194931.0,14019584.0,6388031.0,2191953.0,509563.0,183681.0,4887665.0,75250.0,2640073.0,2016-02-18
2016/2/20,154,2016/2/19,2016,2,19,5,0,0,2016/2/20,2016/2/18,2016/1/19,0,0,18014302.0,3640072.0,50574.0,917012.0,415828.0,7599168.0,3799506.0,1008224.0,14204457.0,6615835.0,2039666.0,631393.0,147197.0,5235629.0,78324.0,2692540.0,2016-02-19
2016/2/21,150,2016/2/20,2016,2,20,6,1,0,2016/2/21,2016/2/19,2016/1/20,0,0,14173094.0,2404207.0,18333.0,517334.0,229836.0,5569163.0,3453847.0,323963.0,9234137.0,5273257.0,1348358.0,214245.0,46756.0,2598215.0,49931.0,2475340.0,2016-02-20
2016/2/22,147,2016/2/21,2016,2,21,7,1,0,2016/2/22,2016/2/20,2016/1/21,0,0,16232593.0,2967487.0,33671.0,725929.0,345246.0,6565170.0,3622391.0,718060.0,11829556.0,6148295.0,1731778.0,454108.0,109128.0,4080826.0,66357.0,2981489.0,2016-02-21
2016/2/23,166,2016/2/22,2016,2,22,1,0,0,2016/2/23,2016/2/21,2016/1/22,0,0,18292092.0,3530767.0,49008.0,934524.0,460655.0,7561176.0,3790935.0,1112156.0,14424975.0,7023333.0,2115197.0,693970.0,171500.0,5563437.0,82782.0,3487637.0,2016-02-22
2016/2/24,165,2016/2/23,2016,2,23,2,0,0,2016/2/24,2016/2/22,2016/1/23,0,0,20318691.0,3710366.0,34893.0,958933.0,518507.0,8343559.0,3680137.0,1181614.0,15209385.0,7061169.0,2460587.0,649528.0,176635.0,5772299.0,80617.0,2703291.0,2016-02-23
2016/2/25,164,2016/2/24,2016,2,24,3,0,0,2016/2/25,2016/2/23,2016/1/24,0,0,20779856.0,4353641.0,39275.0,1034195.0,452893.0,8404760.0,3607385.0,1030026.0,16805415.0,7240802.0,2447665.0,587224.0,146940.0,5941044.0,79618.0,2707615.0,2016-02-24
2016/2/26,176,2016/2/25,2016,2,25,4,0,0,2016/2/26,2016/2/24,2016/1/25,0,0,22119535.0,4181293.0,35689.0,1038197.0,489814.0,9430909.0,3733637.0,1054200.0,16576832.0,7692840.0,2632614.0,732814.0,171808.0,6122087.0,85990.0,2877910.0,2016-02-25
2016/2/27,157,2016/2/26,2016,2,26,5,0,0,2016/2/27,2016/2/25,2016/1/26,0,0,20189887.0,4099137.0,52453.0,1050005.0,399854.0,8951283.0,3802494.0,955103.0,16117893.0,7635310.0,2196838.0,636586.0,144736.0,6159915.0,86185.0,2948624.0,2016-02-26
2016/2/28,138,2016/2/27,2016,2,27,6,1,0,2016/2/28,2016/2/26,2016/1/27,0,0,14824369.0,2616319.0,18823.0,554627.0,183464.0,6130790.0,3509610.0,306850.0,10029762.0,5834826.0,1346006.0,216915.0,44577.0,2678642.0,48761.0,2708893.0,2016-02-27
2016/2/29,154,2016/2/28,2016,2,28,7,1,0,2016/2/29,2016/2/27,2016/1/28,0,0,14263464.0,2377650.0,16831.0,486695.0,152630.0,5590758.0,3706874.0,286627.0,9047944.0,5758633.0,1269322.0,176111.0,43058.0,2449072.0,43958.0,2715450.0,2016-02-28
2016/3/1,225,2016/2/29,2016,2,29,1,0,1,2016/3/1,2016/2/28,2016/1/29,0,0,21260707.0,4508550.0,49789.0,1110938.0,499933.0,9960846.0,4252590.0,1144571.0,17343387.0,8373769.0,2070112.0,773244.0,176387.0,7343608.0,98394.0,3063411.0,2016-02-29
2016/3/2,169,2016/3/1,2016,3,1,2,0,0,2016/3/2,2016/2/29,2016/2/1,0,0,22105157.0,4399346.0,36206.0,1138564.0,524042.0,9951022.0,5067240.0,1220951.0,17497565.0,7866950.0,2514989.0,796647.0,193860.0,6178559.0,82399.0,3378488.0,2016-03-01
2016/3/3,162,2016/3/2,2016,3,2,3,0,0,2016/3/3,2016/3/1,2016/2/2,0,0,20772858.0,4203456.0,39678.0,1081462.0,502373.0,9212410.0,4708863.0,1012376.0,16299311.0,7650551.0,2500936.0,648924.0,162099.0,5475638.0,83332.0,3153391.0,2016-03-02
2016/3/4,155,2016/3/3,2016,3,3,4,0,0,2016/3/4,2016/3/2,2016/2/3,0,0,20547062.0,4078518.0,33744.0,995791.0,493630.0,9258701.0,4372280.0,1027356.0,15746612.0,7538421.0,2441552.0,553902.0,164775.0,5461989.0,82981.0,3036764.0,2016-03-03
2016/3/5,158,2016/3/4,2016,3,4,5,0,0,2016/3/5,2016/3/3,2016/2/4,0,0,19519383.0,4129642.0,49905.0,956468.0,407616.0,8590640.0,4239297.0,887515.0,15567374.0,7571859.0,2236120.0,994050.0,141060.0,5456702.0,79289.0,2988472.0,2016-03-04
2016/3/6,157,2016/3/5,2016,3,5,6,1,0,2016/3/6,2016/3/4,2016/2/5,0,0,15557352.0,2631402.0,17650.0,483747.0,196297.0,6466455.0,3796133.0,292496.0,9766799.0,6143357.0,1634705.0,238243.0,41032.0,2646336.0,42031.0,2710391.0,2016-03-05
2016/3/7,145,2016/3/6,2016,3,6,7,1,0,2016/3/7,2016/3/5,2016/2/6,0,0,14481849.0,2324915.0,15927.0,441559.0,151344.0,5622962.0,4122315.0,265178.0,8759640.0,5907934.0,1463302.0,188861.0,38485.0,2434374.0,35494.0,2619263.0,2016-03-06
2016/3/8,177,2016/3/7,2016,3,7,1,0,0,2016/3/8,2016/3/6,2016/2/7,0,0,19659941.0,4210997.0,47334.0,967059.0,397129.0,8887655.0,4289044.0,1068911.0,16057974.0,7765826.0,2130248.0,983912.0,178040.0,5784127.0,84507.0,2909010.0,2016-03-07
2016/3/9,161,2016/3/8,2016,3,8,2,0,0,2016/3/9,2016/3/7,2016/2/8,0,0,19173171.0,4131916.0,33505.0,979397.0,448225.0,9054143.0,4509364.0,1044261.0,15300156.0,7802903.0,2079555.0,915718.0,170207.0,5444057.0,80987.0,5918157.0,2016-03-08
2016/3/10,148,2016/3/9,2016,3,9,3,0,0,2016/3/10,2016/3/8,2016/2/9,0,0,19388338.0,4111307.0,35336.0,902959.0,413917.0,8924567.0,4287123.0,966818.0,15599401.0,7227760.0,2158634.0,869327.0,160583.0,5587943.0,84245.0,2684501.0,2016-03-09
2016/3/11,155,2016/3/10,2016,3,10,4,0,0,2016/3/11,2016/3/9,2016/2/10,0,0,21463871.0,4216442.0,30817.0,945659.0,359004.0,9461654.0,4770377.0,976629.0,16254904.0,7530508.0,2229655.0,650105.0,174875.0,5725554.0,83080.0,2784667.0,2016-03-10
2016/3/12,167,2016/3/11,2016,3,11,5,0,0,2016/3/12,2016/3/10,2016/2/11,0,0,19253747.0,4191979.0,47087.0,1016189.0,338019.0,8725374.0,4099680.0,873643.0,15660589.0,7541627.0,2114726.0,953741.0,141500.0,5592526.0,71141.0,2749780.0,2016-03-11
2016/3/13,145,2016/3/12,2016,3,12,6,1,0,2016/3/13,2016/3/11,2016/2/12,0,0,14630034.0,2616360.0,16303.0,507151.0,169676.0,5821914.0,3672818.0,282800.0,9402044.0,5794913.0,1670732.0,204317.0,40597.0,2611973.0,35908.0,2561191.0,2016-03-12
2016/3/14,134,2016/3/13,2016,3,13,7,1,0,2016/3/14,2016/3/12,2016/2/13,0,0,13692246.0,2370138.0,13667.0,512080.0,144132.0,5257573.0,3621600.0,271106.0,8577615.0,5644481.0,1543957.0,173404.0,39743.0,2431762.0,31379.0,2559865.0,2016-03-13
2016/3/15,177,2016/3/14,2016,3,14,1,0,0,2016/3/15,2016/3/13,2016/2/14,0,0,20004364.0,4284216.0,43634.0,1007450.0,379098.0,8977306.0,3859822.0,1065005.0,16268632.0,7701828.0,2127624.0,715482.0,187785.0,6085632.0,72034.0,2752328.0,2016-03-14
2016/3/16,163,2016/3/15,2016,3,15,2,0,0,2016/3/16,2016/3/14,2016/2/15,0,0,21182680.0,4679872.0,30824.0,991959.0,410291.0,10083824.0,4242875.0,1090151.0,17572733.0,8081815.0,2074325.0,840040.0,175082.0,6109053.0,79846.0,2773347.0,2016-03-15
2016/3/17,155,2016/3/16,2016,3,16,3,0,0,2016/3/17,2016/3/15,2016/2/16,0,0,19929213.0,4211499.0,32621.0,974717.0,386233.0,9078151.0,4131599.0,918266.0,16311099.0,7748045.0,2008305.0,555663.0,153552.0,5367592.0,77297.0,2772984.0,2016-03-16
2016/3/18,156,2016/3/17,2016,3,17,4,0,0,2016/3/18,2016/3/16,2016/2/17,0,0,19449763.0,4320435.0,29046.0,1048159.0,390307.0,9003869.0,3993099.0,956434.0,15763493.0,7488520.0,2202388.0,957305.0,165265.0,5064734.0,83990.0,2731824.0,2016-03-17
2016/3/19,158,2016/3/18,2016,3,18,5,0,0,2016/3/19,2016/3/17,2016/2/18,0,0,19305853.0,4278373.0,42785.0,1028360.0,507000.0,8857126.0,3944545.0,891828.0,16003591.0,7910503.0,2128806.0,1016643.0,148480.0,5396966.0,87597.0,2970814.0,2016-03-18
2016/3/20,139,2016/3/19,2016,3,19,6,1,0,2016/3/20,2016/3/18,2016/2/19,0,0,14397065.0,2636798.0,14438.0,507464.0,275480.0,5952102.0,3662925.0,297123.0,9761008.0,5972380.0,1305198.0,208206.0,43305.0,2423650.0,42343.0,2604145.0,2016-03-19
2016/3/21,170,2016/3/20,2016,3,20,7,1,0,2016/3/21,2016/3/19,2016/2/20,0,0,14309700.0,2493939.0,11857.0,425642.0,173866.0,5642678.0,3702463.0,257781.0,9211733.0,6031498.0,1250454.0,177461.0,37206.0,2251065.0,36991.0,2629375.0,2016-03-20
2016/3/22,196,2016/3/21,2016,3,21,1,0,0,2016/3/22,2016/3/20,2016/2/21,0,0,20775304.0,4553304.0,38835.0,1049474.0,527074.0,9754063.0,4186973.0,1029188.0,18166482.0,8145032.0,2170656.0,792828.0,177712.0,6222664.0,85723.0,2848707.0,2016-03-21
2016/3/23,154,2016/3/22,2016,3,22,2,0,0,2016/3/23,2016/3/21,2016/2/22,0,0,20347627.0,4520172.0,27001.0,1024690.0,576899.0,9616871.0,4003884.0,1039856.0,16939514.0,7614157.0,2120437.0,857383.0,157951.0,5764329.0,87424.0,2837169.0,2016-03-22
2016/3/24,157,2016/3/23,2016,3,23,3,0,0,2016/3/24,2016/3/22,2016/2/23,0,0,20406832.0,4400471.0,27077.0,1037249.0,480519.0,9508258.0,4017895.0,892839.0,16624848.0,7543721.0,2384417.0,886502.0,144155.0,4580782.0,78816.0,2768338.0,2016-03-23
2016/3/25,164,2016/3/24,2016,3,24,4,0,0,2016/3/25,2016/3/23,2016/2/24,0,0,21035681.0,4378607.0,23257.0,1052924.0,482566.0,9437807.0,3911495.0,892588.0,16543081.0,7614045.0,2376507.0,780171.0,144052.0,4578361.0,75373.0,2858403.0,2016-03-24
2016/3/26,181,2016/3/25,2016,3,25,5,0,0,2016/3/26,2016/3/24,2016/2/25,0,0,22005716.0,4488987.0,34506.0,1106719.0,392392.0,9590550.0,4124768.0,886035.0,16957586.0,8294329.0,2594398.0,408898.0,141383.0,4918416.0,78611.0,2917254.0,2016-03-25
2016/3/27,137,2016/3/26,2016,3,26,6,1,0,2016/3/27,2016/3/25,2016/2/26,0,0,15451822.0,2744684.0,11440.0,517574.0,211042.0,6503141.0,3626778.0,291989.0,9942066.0,5965267.0,1619182.0,185169.0,40725.0,1820225.0,30309.0,2613845.0,2016-03-26
2016/3/28,139,2016/3/27,2016,3,27,7,1,0,2016/3/28,2016/3/26,2016/2/27,0,0,14255302.0,2571264.0,9186.0,472221.0,150541.0,5896469.0,3665836.0,268534.0,9046635.0,5906800.0,1325494.0,169911.0,38815.0,1573867.0,25177.0,2510538.0,2016-03-27
2016/3/29,193,2016/3/28,2016,3,28,1,0,0,2016/3/29,2016/3/27,2016/2/28,0,0,20174058.0,4548155.0,33639.0,1092417.0,397797.0,9517943.0,4162050.0,1140031.0,17627464.0,8046770.0,2111738.0,662194.0,175468.0,5239837.0,61563.0,2740057.0,2016-03-28
2016/3/30,166,2016/3/29,2016,3,29,2,0,0,2016/3/30,2016/3/28,2016/2/29,0,0,19355779.0,4448474.0,23367.0,1128152.0,387913.0,9260746.0,3965205.0,1479588.0,16973707.0,7637093.0,2011641.0,552374.0,189544.0,5034561.0,65746.0,2707116.0,2016-03-29
2016/3/31,170,2016/3/30,2016,3,30,3,0,0,2016/3/31,2016/3/29,2016/2/29,0,0,19341510.0,4455173.0,23930.0,1118460.0,398258.0,9199268.0,3905048.0,1494809.0,16761220.0,7532870.0,2005326.0,698193.0,185987.0,5024656.0,58103.0,2744198.0,2016-03-30
